RecDate,watershed,ppt
11/6/2000,N01B,.
11/6/2000,N02B,.
11/6/2000,N4DF,.
11/6/2000,N4DU,.
11/6/2000,R01A,.
11/11/2000,002C,.
11/11/2000,004B,.
11/11/2000,020B,.
11/11/2000,HQ,1.30
11/11/2000,HQ02,2.10
11/11/2000,K01B,.
11/11/2000,N01B,.
11/11/2000,N02B,.
11/11/2000,N4DF,.
11/11/2000,N4DU,.
11/11/2000,R01A,.
11/12/2000,002C,.
11/12/2000,004B,.
11/12/2000,020B,.
11/12/2000,HQ,0.20
11/12/2000,HQ02,0.20
11/12/2000,K01B,.
11/12/2000,N01B,.
11/12/2000,N02B,.
11/12/2000,N4DF,.
11/12/2000,N4DU,.
11/12/2000,R01A,.
12/2/2000,002C,.
12/2/2000,004B,.
12/2/2000,020B,.
12/2/2000,HQ,0.20
12/2/2000,HQ02,0.20
12/2/2000,K01B,.
12/2/2000,N01B,.
12/2/2000,N02B,.
12/2/2000,N4DF,.
12/2/2000,N4DU,.
12/2/2000,R01A,.
12/5/2000,002C,.
12/5/2000,004B,.
12/5/2000,020B,.
12/5/2000,HQ,0.40
12/5/2000,HQ02,1.20
12/5/2000,K01B,.
12/5/2000,N01B,.
12/5/2000,N02B,.
12/5/2000,N4DF,.
12/5/2000,N4DU,.
12/5/2000,R01A,.
12/10/2000,002C,.
12/10/2000,004B,.
12/10/2000,020B,.
12/10/2000,HQ,0.60
12/10/2000,HQ02,1.00
12/10/2000,K01B,.
12/10/2000,N01B,.
12/10/2000,N02B,.
12/10/2000,N4DF,.
12/10/2000,N4DU,.
12/10/2000,R01A,.
12/11/2000,002C,.
12/11/2000,004B,.
12/11/2000,020B,.
12/11/2000,HQ,0.70
12/11/2000,HQ02,0.20
12/11/2000,K01B,.
12/11/2000,N01B,.
12/11/2000,N02B,.
12/11/2000,N4DF,.
12/11/2000,N4DU,.
12/11/2000,R01A,.
12/12/2000,002C,.
12/12/2000,004B,.
12/12/2000,020B,.
12/12/2000,HQ,0.70
12/12/2000,HQ02,1.10
12/12/2000,K01B,.
12/12/2000,N01B,.
12/12/2000,N02B,.
12/12/2000,N4DF,.
12/12/2000,N4DU,.
12/12/2000,R01A,.
12/13/2000,002C,.
12/13/2000,004B,.
12/13/2000,020B,.
12/13/2000,HQ,7.20
12/13/2000,HQ02,9.00
12/13/2000,K01B,.
12/13/2000,N01B,.
12/13/2000,N02B,.
12/13/2000,N4DF,.
12/13/2000,N4DU,.
12/13/2000,R01A,.
12/16/2000,002C,.
12/16/2000,004B,.
12/16/2000,020B,.
12/16/2000,HQ,0.40
12/16/2000,HQ02,0.20
12/16/2000,K01B,.
12/16/2000,N01B,.
12/16/2000,N02B,.
12/16/2000,N4DF,.
12/16/2000,N4DU,.
12/16/2000,R01A,.
12/18/2000,002C,.
12/18/2000,004B,.
12/18/2000,020B,.
12/18/2000,HQ,0.60
12/18/2000,HQ02,0.40
12/18/2000,K01B,.
12/18/2000,N01B,.
12/18/2000,N02B,.
12/18/2000,N4DF,.
12/18/2000,N4DU,.
12/18/2000,R01A,.
12/20/2000,002C,.
12/20/2000,004B,.
12/20/2000,020B,.
12/20/2000,HQ,0.20
12/20/2000,HQ02,0.00
12/20/2000,K01B,.
12/20/2000,N01B,.
12/20/2000,N02B,.
12/20/2000,N4DF,.
12/20/2000,N4DU,.
12/20/2000,R01A,.
12/25/2000,002C,.
12/25/2000,004B,.
12/25/2000,020B,.
12/25/2000,HQ,0.10
12/25/2000,HQ02,0.00
12/25/2000,K01B,.
12/25/2000,N01B,.
12/25/2000,N02B,.
12/25/2000,N4DF,.
12/25/2000,N4DU,.
12/25/2000,R01A,.
12/26/2000,002C,.
12/26/2000,004B,.
12/26/2000,020B,.
12/26/2000,HQ,1.00
12/26/2000,HQ02,2.70
12/26/2000,K01B,.
12/26/2000,N01B,.
12/26/2000,N02B,.
12/26/2000,N4DF,.
12/26/2000,N4DU,.
12/26/2000,R01A,.
1/13/2001,002C,.
1/13/2001,004B,.
1/13/2001,020B,.
1/13/2001,HQ,1.70
1/13/2001,HQ02,1.80
1/13/2001,K01B,.
1/13/2001,N01B,.
1/13/2001,N02B,.
1/13/2001,N4DF,.
1/13/2001,N4DU,.
1/13/2001,R01A,.
1/25/2001,002C,.
1/25/2001,004B,.
1/25/2001,020B,.
1/25/2001,HQ,3.00
1/25/2001,HQ02,4.00
1/25/2001,K01B,.
1/25/2001,N01B,.
1/25/2001,N02B,.
1/25/2001,N4DF,.
1/25/2001,N4DU,.
1/25/2001,R01A,.
1/28/2001,002C,.
1/28/2001,004B,.
1/28/2001,020B,.
1/28/2001,HQ,10.00
1/28/2001,HQ02,9.40
1/28/2001,K01B,.
1/28/2001,N01B,.
1/28/2001,N02B,.
1/28/2001,N4DF,.
1/28/2001,N4DU,.
1/28/2001,R01A,.
1/29/2001,002C,.
1/29/2001,004B,.
1/29/2001,020B,.
1/29/2001,HQ,8.30
1/29/2001,HQ02,10.60
1/29/2001,K01B,.
1/29/2001,N01B,.
1/29/2001,N02B,.
1/29/2001,N4DF,.
1/29/2001,N4DU,.
1/29/2001,R01A,.
1/30/2001,002C,.
1/30/2001,004B,.
1/30/2001,020B,.
1/30/2001,HQ,0.70
1/30/2001,HQ02,0.50
1/30/2001,K01B,.
1/30/2001,N01B,.
1/30/2001,N02B,.
1/30/2001,N4DF,.
1/30/2001,N4DU,.
1/30/2001,R01A,.
2/8/2001,002C,.
2/8/2001,004B,.
2/8/2001,020B,.
2/8/2001,HQ,20.00
2/8/2001,HQ02,22.50
2/8/2001,K01B,.
2/8/2001,N01B,.
2/8/2001,N02B,.
2/8/2001,N4DF,.
2/8/2001,N4DU,.
2/8/2001,R01A,.
2/9/2001,002C,.
2/9/2001,004B,.
2/9/2001,020B,.
2/9/2001,HQ,15.00
2/9/2001,HQ02,17.10
2/9/2001,K01B,.
2/9/2001,N01B,.
2/9/2001,N02B,.
2/9/2001,N4DF,.
2/9/2001,N4DU,.
2/9/2001,R01A,.
2/13/2001,002C,.
2/13/2001,004B,.
2/13/2001,020B,.
2/13/2001,HQ,1.00
2/13/2001,HQ02,1.70
2/13/2001,K01B,.
2/13/2001,N01B,.
2/13/2001,N02B,.
2/13/2001,N4DF,.
2/13/2001,N4DU,.
2/13/2001,R01A,.
2/14/2001,002C,.
2/14/2001,004B,.
2/14/2001,020B,.
2/14/2001,HQ,1.70
2/14/2001,HQ02,1.00
2/14/2001,K01B,.
2/14/2001,N01B,.
2/14/2001,N02B,.
2/14/2001,N4DF,.
2/14/2001,N4DU,.
2/14/2001,R01A,.
2/23/2001,002C,.
2/23/2001,004B,.
2/23/2001,020B,.
2/23/2001,HQ,13.60
2/23/2001,HQ02,14.00
2/23/2001,K01B,.
2/23/2001,N01B,.
2/23/2001,N02B,.
2/23/2001,N4DF,.
2/23/2001,N4DU,.
2/23/2001,R01A,.
2/24/2001,002C,.
2/24/2001,004B,.
2/24/2001,020B,.
2/24/2001,HQ,35.40
2/24/2001,HQ02,36.00
2/24/2001,K01B,.
2/24/2001,N01B,.
2/24/2001,N02B,.
2/24/2001,N4DF,.
2/24/2001,N4DU,.
2/24/2001,R01A,.
2/27/2001,002C,.
2/27/2001,004B,.
2/27/2001,020B,.
2/27/2001,HQ,5.80
2/27/2001,HQ02,7.30
2/27/2001,K01B,.
2/27/2001,N01B,.
2/27/2001,N02B,.
2/27/2001,N4DF,.
2/27/2001,N4DU,.
2/27/2001,R01A,.
3/1/2001,002C,.
3/1/2001,004B,.
3/1/2001,020B,.
3/1/2001,HQ,0.40
3/1/2001,HQ02,0.30
3/1/2001,K01B,.
3/1/2001,N01B,.
3/1/2001,N02B,.
3/1/2001,N4DF,.
3/1/2001,N4DU,.
3/1/2001,R01A,.
3/10/2001,002C,.
3/10/2001,004B,.
3/10/2001,020B,.
3/10/2001,HQ,1.50
3/10/2001,HQ02,1.20
3/10/2001,K01B,.
3/10/2001,N01B,.
3/10/2001,N02B,.
3/10/2001,N4DF,.
3/10/2001,N4DU,.
3/10/2001,R01A,.
3/11/2001,002C,.
3/11/2001,004B,.
3/11/2001,020B,.
3/11/2001,HQ,23.80
3/11/2001,HQ02,23.80
3/11/2001,K01B,.
3/11/2001,N01B,.
3/11/2001,N02B,.
3/11/2001,N4DF,.
3/11/2001,N4DU,.
3/11/2001,R01A,.
3/15/2001,002C,.
3/15/2001,004B,.
3/15/2001,020B,.
3/15/2001,HQ,13.20
3/15/2001,HQ02,11.70
3/15/2001,K01B,.
3/15/2001,N01B,.
3/15/2001,N02B,.
3/15/2001,N4DF,.
3/15/2001,N4DU,.
3/15/2001,R01A,.
3/23/2001,002C,.
3/23/2001,004B,.
3/23/2001,020B,.
3/23/2001,HQ,0.20
3/23/2001,HQ02,0.20
3/23/2001,K01B,.
3/23/2001,N01B,.
3/23/2001,N02B,.
3/23/2001,N4DF,.
3/23/2001,N4DU,.
3/23/2001,R01A,.
3/28/2001,002C,.
3/28/2001,004B,.
3/28/2001,020B,.
3/28/2001,HQ,0.20
3/28/2001,HQ02,0.20
3/28/2001,K01B,.
3/28/2001,N01B,.
3/28/2001,N02B,.
3/28/2001,N4DF,.
3/28/2001,N4DU,.
3/28/2001,R01A,.
3/31/2001,002C,.
3/31/2001,004B,.
3/31/2001,020B,.
3/31/2001,HQ,2.70
3/31/2001,HQ02,1.20
3/31/2001,K01B,.
3/31/2001,N01B,.
3/31/2001,N02B,.
3/31/2001,N4DF,.
3/31/2001,N4DU,.
3/31/2001,R01A,.
4/3/2001,002C,7.60
4/3/2001,004B,7.00
4/3/2001,020B,6.70
4/3/2001,HQ,2.50
4/3/2001,HQ02,2.70
4/3/2001,K01B,5.00
4/3/2001,N01B,6.50
4/3/2001,N02B,3.00
4/3/2001,N4DF,6.30
4/3/2001,N4DU,.
4/3/2001,R01A,2.10
4/6/2001,002C,0.10
4/6/2001,004B,0.20
4/6/2001,020B,0.20
4/6/2001,HQ,0.30
4/6/2001,HQ02,0.30
4/6/2001,K01B,0.20
4/6/2001,N01B,0.20
4/6/2001,N02B,0.00
4/6/2001,N4DF,0.40
4/6/2001,N4DU,.
4/6/2001,R01A,0.00
4/10/2001,002C,9.50
4/10/2001,004B,10.00
4/10/2001,020B,13.80
4/10/2001,HQ,7.60
4/10/2001,HQ02,7.40
4/10/2001,K01B,12.10
4/10/2001,N01B,12.50
4/10/2001,N02B,7.60
4/10/2001,N4DF,10.40
4/10/2001,N4DU,.
4/10/2001,R01A,5.70
4/11/2001,002C,15.10
4/11/2001,004B,15.10
4/11/2001,020B,15.40
4/11/2001,HQ,18.40
4/11/2001,HQ02,18.50
4/11/2001,K01B,15.00
4/11/2001,N01B,13.30
4/11/2001,N02B,18.40
4/11/2001,N4DF,8.80
4/11/2001,N4DU,.
4/11/2001,R01A,20.80
4/14/2001,002C,12.80
4/14/2001,004B,11.30
4/14/2001,020B,11.30
4/14/2001,HQ,17.60
4/14/2001,HQ02,17.00
4/14/2001,K01B,13.30
4/14/2001,N01B,12.60
4/14/2001,N02B,11.10
4/14/2001,N4DF,15.60
4/14/2001,N4DU,.
4/14/2001,R01A,7.40
4/20/2001,002C,17.80
4/20/2001,004B,15.80
4/20/2001,020B,18.60
4/20/2001,HQ,15.80
4/20/2001,HQ02,16.10
4/20/2001,K01B,17.60
4/20/2001,N01B,16.60
4/20/2001,N02B,8.50
4/20/2001,N4DF,13.90
4/20/2001,N4DU,.
4/20/2001,R01A,15.20
4/21/2001,002C,21.30
4/21/2001,004B,18.10
4/21/2001,020B,22.80
4/21/2001,HQ,18.40
4/21/2001,HQ02,18.90
4/21/2001,K01B,21.40
4/21/2001,N01B,20.80
4/21/2001,N02B,20.20
4/21/2001,N4DF,20.00
4/21/2001,N4DU,.
4/21/2001,R01A,20.10
4/22/2001,002C,1.40
4/22/2001,004B,0.90
4/22/2001,020B,2.10
4/22/2001,HQ,1.00
4/22/2001,HQ02,1.20
4/22/2001,K01B,1.70
4/22/2001,N01B,1.50
4/22/2001,N02B,0.50
4/22/2001,N4DF,1.50
4/22/2001,N4DU,.
4/22/2001,R01A,0.20
5/2/2001,002C,0.50
5/2/2001,004B,0.20
5/2/2001,020B,0.90
5/2/2001,HQ,0.00
5/2/2001,HQ02,0.00
5/2/2001,K01B,0.50
5/2/2001,N01B,0.30
5/2/2001,N02B,0.00
5/2/2001,N4DF,0.00
5/2/2001,N4DU,.
5/2/2001,R01A,0.50
5/3/2001,002C,29.00
5/3/2001,004B,28.30
5/3/2001,020B,33.20
5/3/2001,HQ,23.30
5/3/2001,HQ02,24.10
5/3/2001,K01B,29.50
5/3/2001,N01B,31.30
5/3/2001,N02B,26.00
5/3/2001,N4DF,31.40
5/3/2001,N4DU,.
5/3/2001,R01A,20.70
5/4/2001,002C,30.40
5/4/2001,004B,24.10
5/4/2001,020B,35.30
5/4/2001,HQ,21.90
5/4/2001,HQ02,25.00
5/4/2001,K01B,29.20
5/4/2001,N01B,27.90
5/4/2001,N02B,26.70
5/4/2001,N4DF,27.00
5/4/2001,N4DU,.
5/4/2001,R01A,23.30
5/5/2001,002C,5.60
5/5/2001,004B,12.70
5/5/2001,020B,21.00
5/5/2001,HQ,19.50
5/5/2001,HQ02,22.00
5/5/2001,K01B,12.40
5/5/2001,N01B,12.20
5/5/2001,N02B,14.20
5/5/2001,N4DF,14.40
5/5/2001,N4DU,.
5/5/2001,R01A,23.90
5/6/2001,002C,0.40
5/6/2001,004B,4.00
5/6/2001,020B,7.00
5/6/2001,HQ,7.70
5/6/2001,HQ02,7.00
5/6/2001,K01B,5.10
5/6/2001,N01B,5.40
5/6/2001,N02B,5.50
5/6/2001,N4DF,4.00
5/6/2001,N4DU,.
5/6/2001,R01A,0.70
5/8/2001,002C,0.10
5/8/2001,004B,0.00
5/8/2001,020B,0.50
5/8/2001,HQ,0.30
5/8/2001,HQ02,0.00
5/8/2001,K01B,0.00
5/8/2001,N01B,0.00
5/8/2001,N02B,0.00
5/8/2001,N4DF,0.00
5/8/2001,N4DU,.
5/8/2001,R01A,0.20
5/10/2001,002C,23.40
5/10/2001,004B,17.00
5/10/2001,020B,23.70
5/10/2001,HQ,22.70
5/10/2001,HQ02,22.00
5/10/2001,K01B,22.80
5/10/2001,N01B,19.20
5/10/2001,N02B,16.90
5/10/2001,N4DF,19.00
5/10/2001,N4DU,.
5/10/2001,R01A,9.60
5/11/2001,002C,0.10
5/11/2001,004B,0.00
5/11/2001,020B,0.30
5/11/2001,HQ,0.50
5/11/2001,HQ02,0.70
5/11/2001,K01B,0.30
5/11/2001,N01B,0.20
5/11/2001,N02B,0.20
5/11/2001,N4DF,1.00
5/11/2001,N4DU,.
5/11/2001,R01A,0.00
5/17/2001,002C,19.80
5/17/2001,004B,9.90
5/17/2001,020B,19.30
5/17/2001,HQ,24.80
5/17/2001,HQ02,24.40
5/17/2001,K01B,20.70
5/17/2001,N01B,19.70
5/17/2001,N02B,11.50
5/17/2001,N4DF,14.20
5/17/2001,N4DU,.
5/17/2001,R01A,3.60
5/20/2001,002C,13.60
5/20/2001,004B,11.40
5/20/2001,020B,15.60
5/20/2001,HQ,8.80
5/20/2001,HQ02,8.80
5/20/2001,K01B,13.00
5/20/2001,N01B,11.50
5/20/2001,N02B,11.80
5/20/2001,N4DF,14.00
5/20/2001,N4DU,.
5/20/2001,R01A,10.30
5/21/2001,002C,0.30
5/21/2001,004B,0.20
5/21/2001,020B,0.70
5/21/2001,HQ,0.60
5/21/2001,HQ02,0.60
5/21/2001,K01B,0.20
5/21/2001,N01B,0.20
5/21/2001,N02B,0.90
5/21/2001,N4DF,0.10
5/21/2001,N4DU,.
5/21/2001,R01A,0.20
5/22/2001,002C,0.30
5/22/2001,004B,0.20
5/22/2001,020B,0.20
5/22/2001,HQ,0.20
5/22/2001,HQ02,0.20
5/22/2001,K01B,0.20
5/22/2001,N01B,0.20
5/22/2001,N02B,0.20
5/22/2001,N4DF,0.20
5/22/2001,N4DU,.
5/22/2001,R01A,0.20
5/24/2001,002C,0.20
5/24/2001,004B,0.20
5/24/2001,020B,0.20
5/24/2001,HQ,0.20
5/24/2001,HQ02,0.20
5/24/2001,K01B,0.20
5/24/2001,N01B,0.20
5/24/2001,N02B,0.20
5/24/2001,N4DF,0.20
5/24/2001,N4DU,.
5/24/2001,R01A,0.20
5/27/2001,002C,0.20
5/27/2001,004B,0.20
5/27/2001,020B,0.20
5/27/2001,HQ,0.20
5/27/2001,HQ02,0.20
5/27/2001,K01B,0.20
5/27/2001,N01B,0.20
5/27/2001,N02B,0.20
5/27/2001,N4DF,0.20
5/27/2001,N4DU,.
5/27/2001,R01A,0.20
5/29/2001,002C,7.50
5/29/2001,004B,9.50
5/29/2001,020B,11.00
5/29/2001,HQ,8.50
5/29/2001,HQ02,7.60
5/29/2001,K01B,10.00
5/29/2001,N01B,.
5/29/2001,N02B,7.50
5/29/2001,N4DF,9.00
5/29/2001,N4DU,.
5/29/2001,R01A,3.00
5/30/2001,002C,31.00
5/30/2001,004B,28.50
5/30/2001,020B,35.00
5/30/2001,HQ,23.00
5/30/2001,HQ02,24.30
5/30/2001,K01B,31.00
5/30/2001,N01B,.
5/30/2001,N02B,26.10
5/30/2001,N4DF,28.00
5/30/2001,N4DU,.
5/30/2001,R01A,25.00
5/31/2001,002C,0.90
5/31/2001,004B,2.40
5/31/2001,020B,2.20
5/31/2001,HQ,2.20
5/31/2001,HQ02,2.00
5/31/2001,K01B,1.00
5/31/2001,N01B,.
5/31/2001,N02B,2.00
5/31/2001,N4DF,2.50
5/31/2001,N4DU,.
5/31/2001,R01A,1.90
6/3/2001,002C,25.50
6/3/2001,004B,22.10
6/3/2001,020B,31.40
6/3/2001,HQ,24.20
6/3/2001,HQ02,25.60
6/3/2001,K01B,26.60
6/3/2001,N01B,.
6/3/2001,N02B,21.50
6/3/2001,N4DF,22.30
6/3/2001,N4DU,.
6/3/2001,R01A,19.90
6/4/2001,002C,5.00
6/4/2001,004B,8.30
6/4/2001,020B,9.20
6/4/2001,HQ,11.00
6/4/2001,HQ02,11.00
6/4/2001,K01B,8.50
6/4/2001,N01B,.
6/4/2001,N02B,8.30
6/4/2001,N4DF,8.70
6/4/2001,N4DU,.
6/4/2001,R01A,8.20
6/5/2001,002C,.
6/5/2001,004B,4.60
6/5/2001,020B,6.80
6/5/2001,HQ,4.80
6/5/2001,HQ02,4.80
6/5/2001,K01B,6.00
6/5/2001,N01B,5.40
6/5/2001,N02B,2.30
6/5/2001,N4DF,4.30
6/5/2001,N4DU,.
6/5/2001,R01A,1.00
6/6/2001,002C,.
6/6/2001,004B,2.70
6/6/2001,020B,1.50
6/6/2001,HQ,2.50
6/6/2001,HQ02,3.00
6/6/2001,K01B,2.00
6/6/2001,N01B,2.40
6/6/2001,N02B,5.00
6/6/2001,N4DF,3.90
6/6/2001,N4DU,.
6/6/2001,R01A,0.60
6/8/2001,002C,2.10
6/8/2001,004B,0.50
6/8/2001,020B,0.70
6/8/2001,HQ,.
6/8/2001,HQ02,2.00
6/8/2001,K01B,0.40
6/8/2001,N01B,0.60
6/8/2001,N02B,0.50
6/8/2001,N4DF,1.40
6/8/2001,N4DU,.
6/8/2001,R01A,0.20
6/14/2001,002C,5.50
6/14/2001,004B,5.20
6/14/2001,020B,6.60
6/14/2001,HQ,8.00
6/14/2001,HQ02,8.20
6/14/2001,K01B,5.90
6/14/2001,N01B,5.00
6/14/2001,N02B,4.20
6/14/2001,N4DF,6.10
6/14/2001,N4DU,.
6/14/2001,R01A,3.00
6/16/2001,002C,19.30
6/16/2001,004B,19.50
6/16/2001,020B,23.80
6/16/2001,HQ,15.20
6/16/2001,HQ02,15.00
6/16/2001,K01B,22.00
6/16/2001,N01B,21.00
6/16/2001,N02B,16.70
6/16/2001,N4DF,21.10
6/16/2001,N4DU,.
6/16/2001,R01A,22.20
6/19/2001,002C,16.30
6/19/2001,004B,60.20
6/19/2001,020B,51.80
6/19/2001,HQ,44.40
6/19/2001,HQ02,58.00
6/19/2001,K01B,67.10
6/19/2001,N01B,52.70
6/19/2001,N02B,52.00
6/19/2001,N4DF,56.00
6/19/2001,N4DU,.
6/19/2001,R01A,40.00
6/20/2001,002C,90.50
6/20/2001,004B,49.50
6/20/2001,020B,72.80
6/20/2001,HQ,62.70
6/20/2001,HQ02,52.20
6/20/2001,K01B,58.50
6/20/2001,N01B,63.00
6/20/2001,N02B,57.00
6/20/2001,N4DF,54.20
6/20/2001,N4DU,.
6/20/2001,R01A,57.40
6/21/2001,002C,0.80
6/21/2001,004B,0.20
6/21/2001,020B,0.20
6/21/2001,HQ,0.20
6/21/2001,HQ02,0.20
6/21/2001,K01B,1.00
6/21/2001,N01B,0.80
6/21/2001,N02B,3.80
6/21/2001,N4DF,0.80
6/21/2001,N4DU,.
6/21/2001,R01A,0.60
7/5/2001,002C,0.60
7/5/2001,004B,0.50
7/5/2001,020B,0.30
7/5/2001,HQ,0.50
7/5/2001,HQ02,0.50
7/5/2001,K01B,0.50
7/5/2001,N01B,0.60
7/5/2001,N02B,0.00
7/5/2001,N4DF,0.30
7/5/2001,N4DU,.
7/5/2001,R01A,.
7/16/2001,002C,0.30
7/16/2001,004B,0.20
7/16/2001,020B,0.00
7/16/2001,HQ,7.10
7/16/2001,HQ02,7.10
7/16/2001,K01B,0.00
7/16/2001,N01B,0.50
7/16/2001,N02B,0.00
7/16/2001,N4DF,0.20
7/16/2001,N4DU,.
7/16/2001,R01A,0.20
7/24/2001,002C,0.20
7/24/2001,004B,0.00
7/24/2001,020B,0.50
7/24/2001,HQ,1.00
7/24/2001,HQ02,0.90
7/24/2001,K01B,0.00
7/24/2001,N01B,0.00
7/24/2001,N02B,0.20
7/24/2001,N4DF,0.00
7/24/2001,N4DU,.
7/24/2001,R01A,0.00
7/25/2001,002C,0.20
7/25/2001,004B,28.00
7/25/2001,020B,22.50
7/25/2001,HQ,0.40
7/25/2001,HQ02,36.50
7/25/2001,K01B,23.40
7/25/2001,N01B,20.00
7/25/2001,N02B,2.80
7/25/2001,N4DF,18.70
7/25/2001,N4DU,.
7/25/2001,R01A,0.20
7/26/2001,002C,37.50
7/26/2001,004B,11.50
7/26/2001,020B,18.90
7/26/2001,HQ,43.90
7/26/2001,HQ02,8.80
7/26/2001,K01B,9.20
7/26/2001,N01B,15.00
7/26/2001,N02B,39.00
7/26/2001,N4DF,15.50
7/26/2001,N4DU,.
7/26/2001,R01A,38.00
7/27/2001,002C,20.10
7/27/2001,004B,16.10
7/27/2001,020B,23.20
7/27/2001,HQ,16.50
7/27/2001,HQ02,17.50
7/27/2001,K01B,17.50
7/27/2001,N01B,18.00
7/27/2001,N02B,10.80
7/27/2001,N4DF,15.80
7/27/2001,N4DU,.
7/27/2001,R01A,19.50
7/28/2001,002C,13.00
7/28/2001,004B,20.00
7/28/2001,020B,16.50
7/28/2001,HQ,23.80
7/28/2001,HQ02,25.20
7/28/2001,K01B,12.70
7/28/2001,N01B,12.00
7/28/2001,N02B,23.70
7/28/2001,N4DF,17.90
7/28/2001,N4DU,.
7/28/2001,R01A,21.30
8/10/2001,002C,4.50
8/10/2001,004B,9.80
8/10/2001,020B,7.10
8/10/2001,HQ,6.90
8/10/2001,HQ02,6.80
8/10/2001,K01B,8.80
8/10/2001,N01B,8.60
8/10/2001,N02B,10.10
8/10/2001,N4DF,10.80
8/10/2001,N4DU,.
8/10/2001,R01A,8.00
8/15/2001,002C,0.10
8/15/2001,004B,0.00
8/15/2001,020B,0.00
8/15/2001,HQ,0.90
8/15/2001,HQ02,0.20
8/15/2001,K01B,0.00
8/15/2001,N01B,0.00
8/15/2001,N02B,0.00
8/15/2001,N4DF,0.30
8/15/2001,N4DU,0.20
8/15/2001,R01A,0.20
8/16/2001,002C,3.50
8/16/2001,004B,4.00
8/16/2001,020B,0.00
8/16/2001,HQ,2.20
8/16/2001,HQ02,2.10
8/16/2001,K01B,0.00
8/16/2001,N01B,0.70
8/16/2001,N02B,0.00
8/16/2001,N4DF,1.20
8/16/2001,N4DU,1.50
8/16/2001,R01A,0.30
8/17/2001,002C,3.00
8/17/2001,004B,1.80
8/17/2001,020B,2.50
8/17/2001,HQ,1.40
8/17/2001,HQ02,1.60
8/17/2001,K01B,2.00
8/17/2001,N01B,2.50
8/17/2001,N02B,0.20
8/17/2001,N4DF,1.80
8/17/2001,N4DU,2.70
8/17/2001,R01A,1.10
8/22/2001,002C,7.80
8/22/2001,004B,0.00
8/22/2001,020B,0.00
8/22/2001,HQ,5.20
8/22/2001,HQ02,0.00
8/22/2001,K01B,0.00
8/22/2001,N01B,0.00
8/22/2001,N02B,0.00
8/22/2001,N4DF,2.50
8/22/2001,N4DU,0.50
8/22/2001,R01A,2.10
8/23/2001,002C,86.30
8/23/2001,004B,85.00
8/23/2001,020B,108.80
8/23/2001,HQ,79.50
8/23/2001,HQ02,86.90
8/23/2001,K01B,94.80
8/23/2001,N01B,92.70
8/23/2001,N02B,67.00
8/23/2001,N4DF,86.80
8/23/2001,N4DU,87.90
8/23/2001,R01A,98.00
8/24/2001,002C,17.50
8/24/2001,004B,11.10
8/24/2001,020B,17.40
8/24/2001,HQ,17.60
8/24/2001,HQ02,18.80
8/24/2001,K01B,13.10
8/24/2001,N01B,14.00
8/24/2001,N02B,24.00
8/24/2001,N4DF,10.80
8/24/2001,N4DU,10.00
8/24/2001,R01A,8.80
8/25/2001,002C,.
8/25/2001,004B,1.50
8/25/2001,020B,2.20
8/25/2001,HQ,2.50
8/25/2001,HQ02,0.00
8/25/2001,K01B,0.80
8/25/2001,N01B,.
8/25/2001,N02B,1.50
8/25/2001,N4DF,1.80
8/25/2001,N4DU,1.80
8/25/2001,R01A,8.30
9/5/2001,002C,0.00
9/5/2001,004B,0.20
9/5/2001,020B,0.00
9/5/2001,HQ,0.20
9/5/2001,HQ02,0.20
9/5/2001,K01B,0.00
9/5/2001,N01B,0.00
9/5/2001,N02B,0.00
9/5/2001,N4DF,0.00
9/5/2001,N4DU,0.50
9/5/2001,R01A,0.10
9/6/2001,002C,1.50
9/6/2001,004B,0.50
9/6/2001,020B,1.50
9/6/2001,HQ,0.50
9/6/2001,HQ02,0.50
9/6/2001,K01B,1.20
9/6/2001,N01B,1.00
9/6/2001,N02B,0.00
9/6/2001,N4DF,0.40
9/6/2001,N4DU,0.50
9/6/2001,R01A,0.20
9/7/2001,002C,3.00
9/7/2001,004B,1.80
9/7/2001,020B,1.80
9/7/2001,HQ,2.20
9/7/2001,HQ02,1.90
9/7/2001,K01B,2.00
9/7/2001,N01B,2.20
9/7/2001,N02B,0.30
9/7/2001,N4DF,2.50
9/7/2001,N4DU,2.20
9/7/2001,R01A,1.00
9/8/2001,002C,0.60
9/8/2001,004B,0.20
9/8/2001,020B,0.90
9/8/2001,HQ,0.50
9/8/2001,HQ02,0.40
9/8/2001,K01B,0.70
9/8/2001,N01B,1.70
9/8/2001,N02B,0.00
9/8/2001,N4DF,0.60
9/8/2001,N4DU,0.20
9/8/2001,R01A,0.10
9/15/2001,002C,3.40
9/15/2001,004B,3.80
9/15/2001,020B,5.50
9/15/2001,HQ,2.00
9/15/2001,HQ02,1.50
9/15/2001,K01B,3.50
9/15/2001,N01B,3.70
9/15/2001,N02B,1.00
9/15/2001,N4DF,3.00
9/15/2001,N4DU,4.20
9/15/2001,R01A,2.20
9/16/2001,002C,.
9/16/2001,004B,0.00
9/16/2001,020B,0.20
9/16/2001,HQ,0.80
9/16/2001,HQ02,0.80
9/16/2001,K01B,0.20
9/16/2001,N01B,0.10
9/16/2001,N02B,0.20
9/16/2001,N4DF,0.30
9/16/2001,N4DU,0.20
9/16/2001,R01A,0.00
9/17/2001,002C,25.00
9/17/2001,004B,30.00
9/17/2001,020B,36.10
9/17/2001,HQ,49.70
9/17/2001,HQ02,47.00
